x,y,validity,timestamp,id
199,577,valid,783188488909,0
207,576,valid,783188519255,0
211,575,valid,783188549505,4
215,575,valid,783188579676,4
217,574,valid,783188609925,4
218,574,valid,783188640078,4
220,574,valid,783188670328,4
222,575,valid,783188700481,4
223,575,valid,783188730537,4
223,573,valid,783188791132,4
223,572,valid,783188821285,4
240,461,valid,783188851534,4
268,280,valid,783188881590,4
289,183,valid,783188911831,4
294,140,valid,783188941887,0
297,124,valid,783188972040,0
300,120,valid,783189002386,0
302,116,valid,783189032732,0
300,112,valid,783189062788,0
348,119,valid,783189093134,0
391,127,valid,783189123190,0
418,131,valid,783189153555,0
436,135,valid,783189183803,0
449,138,valid,783189213956,0
459,141,valid,783189244206,0
466,143,valid,783189274359,0
470,145,valid,783189304618,4
474,147,valid,783189334771,4
477,150,valid,783189364923,4
480,153,valid,783189395172,4
482,155,valid,783189425325,4
485,156,valid,783189455584,4
486,157,valid,783189485921,4
487,157,valid,783189515986,4
489,157,valid,783189546226,4
490,157,valid,783189576388,4
491,157,valid,783189606725,4
491,158,valid,783189636772,4
475,159,valid,783189667128,4
293,185,valid,783189697207,4
N/A,N/A,invalid,783189727253,0
N/A,N/A,invalid,783189757480,0
N/A,N/A,invalid,783189787757,0
N/A,N/A,invalid,783189818131,0
N/A,N/A,invalid,783189848490,0
N/A,N/A,invalid,783189878845,0
N/A,N/A,invalid,783189909154,0
N/A,N/A,invalid,783189938902,0
N/A,N/A,invalid,783189969028,0
N/A,N/A,invalid,783189999153,0
N/A,N/A,invalid,783190029458,0
N/A,N/A,invalid,783190059887,0
N/A,N/A,invalid,783190089883,0
N/A,N/A,invalid,783190119935,0
N/A,N/A,invalid,783190150433,0
N/A,N/A,invalid,783190180963,0
N/A,N/A,invalid,783190211230,0
N/A,N/A,invalid,783190241364,0
N/A,N/A,invalid,783190271633,0
N/A,N/A,invalid,783190301748,0
N/A,N/A,invalid,783190332113,0
N/A,N/A,invalid,783190362380,0
N/A,N/A,invalid,783190392689,0
N/A,N/A,invalid,783190422851,0
N/A,N/A,invalid,783190453197,0
N/A,N/A,invalid,783190483456,0
N/A,N/A,invalid,783190513609,0
N/A,N/A,invalid,783190543969,0
N/A,N/A,invalid,783190574030,0
N/A,N/A,invalid,783190604625,0
N/A,N/A,invalid,783190635062,0
N/A,N/A,invalid,783190665317,0
N/A,N/A,invalid,783190695570,0
N/A,N/A,invalid,783190725576,0
N/A,N/A,invalid,783190756079,0
N/A,N/A,invalid,783190786333,0
N/A,N/A,invalid,783190816587,0
N/A,N/A,invalid,783190846840,0
N/A,N/A,invalid,783190877095,0
N/A,N/A,invalid,783190907348,0
N/A,N/A,invalid,783190937602,0
N/A,N/A,invalid,783190967857,0
N/A,N/A,invalid,783190998092,0
N/A,N/A,invalid,783191028300,0
N/A,N/A,invalid,783191058508,0
N/A,N/A,invalid,783191088716,0
N/A,N/A,invalid,783191118924,0
N/A,N/A,invalid,783191149132,0
N/A,N/A,invalid,783191179340,0
N/A,N/A,invalid,783191209548,0
N/A,N/A,invalid,783191239756,0
N/A,N/A,invalid,783191269964,0
N/A,N/A,invalid,783191300172,0
N/A,N/A,invalid,783191330380,0
N/A,N/A,invalid,783191360588,0
N/A,N/A,invalid,783191390796,0
N/A,N/A,invalid,783191421004,0
N/A,N/A,invalid,783191451212,0
N/A,N/A,invalid,783191481420,0
N/A,N/A,invalid,783191511628,0
N/A,N/A,invalid,783191541836,0
N/A,N/A,invalid,783191572044,0
N/A,N/A,invalid,783191602252,0
N/A,N/A,invalid,783191632460,0
N/A,N/A,invalid,783191662318,0
N/A,N/A,invalid,783191692237,0
N/A,N/A,invalid,783191722292,0
N/A,N/A,invalid,783191752542,0
N/A,N/A,invalid,783191782598,0
N/A,N/A,invalid,783191812857,0
N/A,N/A,invalid,783191842913,0
N/A,N/A,invalid,783191873162,0
N/A,N/A,invalid,783191903219,0
N/A,N/A,invalid,783191933468,0
N/A,N/A,invalid,783191963717,0
N/A,N/A,invalid,783191993774,0
N/A,N/A,invalid,783192023927,0
N/A,N/A,invalid,783192054175,0
N/A,N/A,invalid,783192084328,0
N/A,N/A,invalid,783192114578,0
N/A,N/A,invalid,783192144731,0
N/A,N/A,invalid,783192174980,0
N/A,N/A,invalid,783192205326,0
N/A,N/A,invalid,783192235479,0
N/A,N/A,invalid,783192265728,0
N/A,N/A,invalid,783192295881,0
N/A,N/A,invalid,783192325938,0
N/A,N/A,invalid,783192356284,0
N/A,N/A,invalid,783192386532,0
N/A,N/A,invalid,783192416589,0
N/A,N/A,invalid,783192446742,0
N/A,N/A,invalid,783192476991,0
N/A,N/A,invalid,783192507144,0
N/A,N/A,invalid,783192537393,0
N/A,N/A,invalid,783192567739,0
N/A,N/A,invalid,783192597892,0
N/A,N/A,invalid,783192628142,0
N/A,N/A,invalid,783192658295,0
N/A,N/A,invalid,783192688544,0
N/A,N/A,invalid,783192718696,0
N/A,N/A,invalid,783192748955,0
N/A,N/A,invalid,783192779099,0
N/A,N/A,invalid,783192809348,0
N/A,N/A,invalid,783192839510,0
N/A,N/A,invalid,783192869760,0
N/A,N/A,invalid,783192899912,0
N/A,N/A,invalid,783192930258,0
N/A,N/A,invalid,783192960315,0
N/A,N/A,invalid,783192990564,0
N/A,N/A,invalid,783193020717,0
N/A,N/A,invalid,783193050966,0
N/A,N/A,invalid,783193081119,0
N/A,N/A,invalid,783193111465,0
N/A,N/A,invalid,783193141521,0
N/A,N/A,invalid,783193171936,0
N/A,N/A,invalid,783193201896,0
N/A,N/A,invalid,783193232269,0
N/A,N/A,invalid,783193262519,0
N/A,N/A,invalid,783193292672,0
N/A,N/A,invalid,783193323018,0
N/A,N/A,invalid,783193353074,0
N/A,N/A,invalid,783193383419,0
N/A,N/A,invalid,783193413476,0
N/A,N/A,invalid,783193443725,0
N/A,N/A,invalid,783193473878,0
N/A,N/A,invalid,783193503934,0
N/A,N/A,invalid,783193534280,0
N/A,N/A,invalid,783193564530,0
N/A,N/A,invalid,783193594683,0
502,393,valid,783197701871,4
501,400,valid,783197732162,4
500,406,valid,783197762517,4
501,413,valid,783197792624,4
501,417,valid,783197823035,4
503,419,valid,783197853399,4
504,425,valid,783197883626,4
505,432,valid,783197914008,4
507,439,valid,783197944483,4
525,463,valid,783197974654,4
568,531,valid,783198005092,4
523,576,valid,783198035466,0
641,633,valid,783198065913,0
636,633,valid,783198096094,0
679,673,valid,783198126541,0
681,669,valid,783198156721,0
679,673,valid,783198187132,0
676,678,valid,783198217477,0
691,685,valid,783198247658,0
698,693,valid,783198278032,0
703,702,valid,783198308276,0
703,709,valid,783198338466,0
701,713,valid,783198368812,0
703,714,valid,783198399204,0
703,716,valid,783198429375,0
702,720,valid,783198459473,0
700,720,valid,783198489635,0
698,720,valid,783198519999,0
693,720,valid,783198550078,0
689,720,valid,783198580378,0
688,720,valid,783198610642,0
688,720,valid,783198640767,0
687,720,valid,783198670837,0
686,720,valid,783198701040,0
686,720,valid,783198731082,0
686,720,valid,783198761304,0
685,720,valid,783198791374,0
685,720,valid,783198821384,0
684,720,valid,783198851628,0
683,720,valid,783198881648,0
683,720,valid,783198911884,0
683,720,valid,783198942115,0
684,720,valid,783198972176,0
685,720,valid,783199002176,0
685,720,valid,783199032440,0
685,720,valid,783199062459,0
686,720,valid,783199092686,0
699,674,valid,783199122898,0
760,433,valid,783199152950,4
805,270,valid,783199183116,4
820,219,valid,783199213177,4
827,202,valid,783199243409,4
825,193,valid,783199273470,4
824,183,valid,783199303700,4
823,181,valid,783199333797,4
820,167,valid,783199364075,4
822,164,valid,783199394366,4
820,161,valid,783199424614,4
825,156,valid,783199454731,4
781,166,valid,783199484796,4
747,182,valid,783199515096,4
711,194,valid,783199545452,4
680,206,valid,783199575577,4
656,210,valid,783199605923,4
640,214,valid,783199636200,4
631,223,valid,783199666390,4
616,265,valid,783199696662,4
605,309,valid,783199727027,4
600,336,valid,783199757082,4
594,352,valid,783199787171,4
584,372,valid,783199817517,4
572,393,valid,783199847789,4
560,401,valid,783199877960,4
553,407,valid,783199908094,4
549,404,valid,783199938422,4
547,401,valid,783199968653,4
546,399,valid,783199998760,4
546,399,valid,783200029097,4
546,398,valid,783200059250,4
546,397,valid,783200089499,4
545,396,valid,783200119537,4
546,396,valid,783200149883,4
546,396,valid,783200179958,4
546,396,valid,783200210092,4
546,396,valid,783200240360,4
546,396,valid,783200270494,4
546,396,valid,783200300744,4
546,396,valid,783200330860,4
546,396,valid,783200361187,4
546,396,valid,783200391261,4
546,396,valid,783200421572,4
547,396,valid,783200451627,4
547,399,valid,783200481964,4
N/A,N/A,invalid,783200512020,0
N/A,N/A,invalid,783200541938,0
530,415,valid,783200572206,4
527,414,valid,783200602700,4
525,412,valid,783200632806,4
525,407,valid,783200663069,4
525,400,valid,783200693406,4
